data_venda,id_venda,tipo_cliente,produto,marca,quantidade,preco_unitario,canal_venda,forma_pagamento,cnpj,validacao_cnpj
2024-01-21,213814,comercio,galao_25l,Lindoya,42,26.0,whatsapp,dinheiro,53.343.269/0001-25,OK
2024-01-30,213815,consumidor_final,galao_25l,Bonafont,42,26.0,balcao,debito,,OK
2024-01-23,213816,consumidor_final,gas_p45,Fogás,6,380.0,comercial,credito,,OK
2024-01-12,213817,comercio,gas_p13,Ultragaz,49,110.0,telefone,debito,41.544.137/0001-39,OK
2024-01-05,213818,consumidor_final,gas_p13,Liquigás,18,110.0,telefone,credito,,OK
2024-01-03,213819,comercio,galao_25l,Bonafont,28,26.0,telefone,credito,45.998.106/0001-48,OK
2024-01-26,213820,comercio,galao_25l,Bonafont,3,26.0,comercial,boleto,12.959.170/0001-98,OK
2024-09-01,213821,comercio,gas_p45,Copagaz,39,380.0,whatsapp,boleto,96.468.751/0001-61,OK
2024-01-29,213822,comercio,galao_25l,Lindoya,29,26.0,whatsapp,credito,97.766.240/0001-52,OK
2024-01-13,213823,comercio,galao_25l,Bonafont,25,26.0,comercial,dinheiro,86.725.835/0001-55,OK
2024-01-23,213824,comercio,gas_p45,Fogás,21,380.0,balcao,debito,50.489.671/0001-26,OK
2024-04-01,213825,consumidor_final,agua_500ml,Minalba,44,"2,5",balcao,credito,,OK
2024-01-18,213826,consumidor_final,agua_500ml,Crystal,37,2.5,telefone,debito,,OK
2024-09-01,213827,comercio,gas_p45,Copagaz,48,380.0,telefone,dinheiro,25.702.755/0001-76,OK
2024-01-07,213828,comercio,gas_p13,Liquigás,25,"R$ 110,0",comercial,dinheiro,,PENDENTE
2024-01-02,213829,comercio,gas_p45,Fogás,39,"R$ 380,0",telefone,dinheiro,16.623.906/0001-75,OK
2024-01-21,213830,comercio,gas_p45,Fogás,21,380.0,comercial,debito,16.316.187/0001-34,OK
2024-04-01,213831,consumidor_final,agua_500ml,Minalba,3,2.5,whatsapp,credito,,OK
2024-12-01,213832,comercio,gas_p45,Copagaz,12,380.0,telefone,boleto,56.939.530/0001-76,OK
2024-01-07,213833,comercio,agua_500ml,Crystal,46,2.5,balcao,credito,25.266.759/0001-81,OK
2024-01-28,213834,comercio,gas_p45,Copagaz,40,380.0,balcao,boleto,72.291.868/0001-10,OK
2024-01-03,213835,consumidor_final,gas_p13,Ultragaz,29,"R$ 110,0",comercial,credito,,OK
2024-01-31,213836,comercio,gas_p13,Ultragaz,2,110.0,whatsapp,boleto,81.753.637/0001-11,OK
2024-01-17,213837,consumidor_final,gas_p13,Liquigás,37,110.0,comercial,dinheiro,,OK
2024-12-01,213838,comercio,galao_25l,Lindoya,19,26.0,comercial,boleto,,PENDENTE
2024-03-01,213839,comercio,galao_25l,Bonafont,10,26.0,balcao,pix,52.556.325/0001-22,OK
2024-01-25,213840,comercio,galao_25l,Lindoya,11,26.0,whatsapp,debito,45.241.239/0001-66,OK
2024-01-14,213841,comercio,gas_p45,Fogás,22,"R$ 380,0",comercial,boleto,72.686.737/0001-77,OK
2024-01-26,213842,comercio,galao_25l,Bonafont,17,26.0,balcao,pix,94.428.970/0001-20,OK
2024-01-31,213843,comercio,galao_25l,Bonafont,27,26.0,whatsapp,debito,25.281.379/0001-47,OK
2024-01-31,213844,comercio,galao_25l,Bonafont,36,26.0,whatsapp,dinheiro,72.804.997/0001-91,OK
2024-01-30,213845,comercio,gas_p45,Copagaz,50,380.0,whatsapp,boleto,65.247.122/0001-52,OK
2024-01-02,213846,comercio,galao_25l,Bonafont,47,26.0,telefone,debito,43.936.802/0001-35,OK
2024-01-20,213847,comercio,agua_500ml,Minalba,11,2.5,balcao,debito,43.188.363/0001-67,OK
2024-01-20,213848,comercio,gas_p13,Liquigás,31,110.0,comercial,boleto,10.767.231/0001-19,OK
2024-01-18,213849,comercio,gas_p13,Ultragaz,34,110.0,balcao,boleto,,PENDENTE
2024-01-20,213850,comercio,gas_p45,Fogás,13,380.0,balcao,credito,32.216.694/0001-89,OK
2024-01-09,213851,comercio,gas_p45,Copagaz,43,380.0,comercial,dinheiro,26.878.927/0001-80,OK
2024-01-10,213852,comercio,gas_p45,Copagaz,30,380.0,comercial,boleto,73.418.799/0001-26,OK
2024-01-08,213853,consumidor_final,gas_p45,Copagaz,35,380.0,comercial,credito,,OK
2024-11-01,213854,comercio,gas_p13,Ultragaz,48,110.0,comercial,credito,11.326.987/0001-47,OK
2024-01-25,213855,consumidor_final,galao_25l,Bonafont,14,26.0,comercial,pix,,OK
2024-01-13,213856,consumidor_final,gas_p13,Ultragaz,43,110.0,comercial,debito,,OK
2024-01-25,213857,comercio,gas_p13,Ultragaz,14,110.0,whatsapp,dinheiro,78.370.110/0001-84,OK
2024-01-29,213858,comercio,gas_p13,Liquigás,2,110.0,balcao,credito,35.921.172/0001-39,OK
2024-01-28,213859,comercio,galao_25l,Bonafont,43,26.0,balcao,pix,,PENDENTE
2024-04-01,213860,comercio,gas_p45,Fogás,23,380.0,telefone,debito,,PENDENTE
2024-05-01,213861,comercio,gas_p45,Fogás,38,380.0,telefone,credito,19.459.284/0001-70,OK
2024-01-15,213862,comercio,gas_p45,Fogás,46,380.0,balcao,dinheiro,85.409.233/0001-47,OK
2024-01-25,213863,comercio,galao_25l,Bonafont,49,26.0,comercial,pix,,PENDENTE
2024-01-25,213864,comercio,galao_25l,Bonafont,5,26.0,balcao,boleto,19.199.510/0001-54,OK
2024-01-27,213865,consumidor_final,galao_25l,Bonafont,47,"R$ 26,0",balcao,credito,,OK
2024-01-15,213866,comercio,galao_25l,Bonafont,41,26.0,whatsapp,credito,57.441.836/0001-18,OK
2024-01-01,213867,comercio,gas_p13,Liquigás,19,110.0,comercial,dinheiro,64.496.116/0001-29,OK
2024-01-10,213868,comercio,gas_p45,Copagaz,19,380.0,whatsapp,Não Informado,33.731.670/0001-55,OK
2024-11-01,213869,comercio,galao_25l,Lindoya,10,26.0,balcao,boleto,30.829.276/0001-15,OK
2024-06-01,213870,comercio,agua_500ml,Minalba,43,2.5,balcao,Não Informado,,PENDENTE
2024-01-27,213871,comercio,galao_25l,Bonafont,26,26.0,comercial,pix,85.485.951/0001-38,OK
2024-01-18,213872,consumidor_final,gas_p45,Copagaz,25,380.0,telefone,boleto,,OK
2024-01-11,213873,comercio,galao_25l,Lindoya,22,"26,0",whatsapp,credito,59.697.682/0001-31,OK
2024-01-16,213874,comercio,agua_500ml,Minalba,45,"R$ 2,5",balcao,boleto,66.907.306/0001-80,OK
2024-01-08,213875,comercio,gas_p13,Liquigás,40,110.0,comercial,dinheiro,28.971.474/0001-74,OK
2024-12-01,213876,comercio,gas_p13,Ultragaz,6,110.0,whatsapp,pix,40.570.591/0001-60,OK
2024-01-15,213877,consumidor_final,gas_p45,Copagaz,20,380.0,telefone,dinheiro,,OK
2024-01-10,213878,comercio,gas_p45,Fogás,40,380.0,whatsapp,debito,71.299.632/0001-94,OK
2024-01-12,213879,comercio,agua_500ml,Crystal,38,2.5,whatsapp,debito,11.270.749/0001-10,OK
2024-01-01,213880,comercio,gas_p13,Ultragaz,43,110.0,whatsapp,dinheiro,43.555.604/0001-66,OK
2024-09-01,213881,comercio,gas_p45,Copagaz,34,380.0,balcao,boleto,30.499.930/0001-81,OK
2024-11-01,213882,consumidor_final,gas_p45,Copagaz,43,380.0,balcao,credito,,OK
2024-02-01,213883,comercio,gas_p13,Ultragaz,41,110.0,telefone,pix,90.156.164/0001-90,OK
2024-01-30,213884,comercio,agua_500ml,Crystal,17,2.5,telefone,debito,26.571.984/0001-52,OK
2024-01-25,213885,comercio,gas_p45,Fogás,40,"R$ 380,0",telefone,pix,84.418.606/0001-75,OK
2024-01-22,213886,comercio,gas_p45,Copagaz,4,380.0,whatsapp,debito,22.741.478/0001-88,OK
2024-01-22,213887,comercio,galao_25l,Lindoya,29,26.0,whatsapp,pix,59.612.937/0001-19,OK
2024-01-26,213888,comercio,gas_p13,Liquigás,1,110.0,comercial,dinheiro,,PENDENTE
2024-01-25,213889,comercio,gas_p13,Liquigás,35,110.0,telefone,pix,29.592.682/0001-12,OK
2024-01-21,213890,consumidor_final,agua_500ml,Minalba,19,2.5,whatsapp,boleto,,OK
2024-04-01,213891,consumidor_final,galao_25l,Lindoya,25,"R$ 26,0",balcao,debito,,OK
2024-11-01,213892,comercio,galao_25l,Bonafont,36,26.0,telefone,debito,17.347.525/0001-84,OK
2024-01-31,213893,comercio,agua_500ml,Minalba,21,2.5,comercial,pix,10.959.226/0001-92,OK
2024-01-28,213894,comercio,agua_500ml,Minalba,26,"2,5",balcao,dinheiro,,PENDENTE
2024-09-01,213895,comercio,agua_500ml,Minalba,6,"2,5",balcao,credito,68.153.232/0001-22,OK
2024-01-25,213896,comercio,gas_p45,Copagaz,50,380.0,comercial,pix,55.735.670/0001-48,OK
2024-01-30,213897,comercio,gas_p13,Ultragaz,17,110.0,telefone,debito,71.745.558/0001-34,OK
2024-01-15,213898,consumidor_final,gas_p45,Fogás,42,"R$ 380,0",telefone,debito,,OK
2024-01-01,213899,comercio,gas_p13,Ultragaz,13,110.0,whatsapp,boleto,24.287.989/0001-99,OK
2024-01-01,213900,comercio,galao_25l,Bonafont,45,26.0,telefone,debito,61.889.381/0001-66,OK
2024-01-01,213901,comercio,gas_p45,Fogás,31,"R$ 380,0",balcao,dinheiro,20.530.782/0001-90,OK
2024-02-01,213902,comercio,gas_p13,Liquigás,28,110.0,comercial,credito,93.653.936/0001-76,OK
2024-02-01,213903,comercio,agua_500ml,Minalba,5,2.5,comercial,boleto,18.743.672/0001-15,OK
2024-01-25,213904,consumidor_final,gas_p45,Copagaz,10,380.0,balcao,dinheiro,,OK
2024-01-29,213905,comercio,gas_p13,Ultragaz,3,110.0,balcao,boleto,34.629.671/0001-66,OK
2024-01-30,213906,comercio,agua_500ml,Crystal,16,2.5,balcao,boleto,21.647.330/0001-39,OK
2024-01-14,213907,comercio,gas_p13,Liquigás,23,110.0,whatsapp,boleto,52.943.110/0001-81,OK
2024-01-29,213908,comercio,galao_25l,Bonafont,26,26.0,telefone,credito,38.549.768/0001-43,OK
2024-01-07,213909,comercio,galao_25l,Bonafont,35,26.0,telefone,pix,63.660.577/0001-21,OK
2024-01-25,213910,comercio,agua_500ml,Crystal,23,2.5,whatsapp,dinheiro,60.906.255/0001-68,OK
2024-01-23,213911,comercio,gas_p45,Copagaz,42,380.0,whatsapp,pix,19.652.590/0001-27,OK
2024-01-16,213912,comercio,agua_500ml,Minalba,42,2.5,telefone,pix,22.608.317/0001-18,OK
2024-11-01,213913,comercio,galao_25l,Bonafont,33,26.0,telefone,boleto,,PENDENTE
2024-01-30,213914,comercio,agua_500ml,Minalba,44,2.5,comercial,debito,74.203.231/0001-86,OK
2024-01-16,213915,comercio,galao_25l,Bonafont,27,26.0,whatsapp,credito,43.306.504/0001-48,OK
2024-10-01,213916,comercio,gas_p13,Ultragaz,25,110.0,comercial,pix,50.235.771/0001-18,OK
2024-04-01,213917,comercio,galao_25l,Lindoya,3,26.0,telefone,dinheiro,24.849.138/0001-58,OK
2024-01-14,213918,comercio,gas_p13,Ultragaz,33,110.0,telefone,pix,82.378.800/0001-18,OK
2024-01-28,213919,comercio,gas_p45,Fogás,45,380.0,telefone,debito,83.304.579/0001-87,OK
2024-01-06,213920,consumidor_final,gas_p13,Liquigás,30,110.0,telefone,credito,,OK
2024-01-14,213921,consumidor_final,galao_25l,Bonafont,10,26.0,telefone,boleto,,OK
2024-01-05,213922,comercio,galao_25l,Lindoya,10,26.0,balcao,boleto,48.611.684/0001-61,OK
2024-01-26,213923,comercio,gas_p45,Copagaz,26,380.0,whatsapp,boleto,67.268.619/0001-67,OK
2024-01-28,213924,comercio,galao_25l,Lindoya,30,"R$ 26,0",whatsapp,credito,,PENDENTE
2024-01-10,213925,comercio,gas_p13,Ultragaz,46,"R$ 110,0",telefone,pix,70.474.790/0001-89,OK
2024-01-07,213926,comercio,gas_p45,Copagaz,50,380.0,whatsapp,credito,10.557.427/0001-57,OK
2024-01-28,213927,comercio,agua_500ml,Crystal,8,2.5,whatsapp,debito,17.154.170/0001-17,OK
2024-01-12,213928,comercio,gas_p45,Copagaz,41,380.0,comercial,credito,43.887.575/0001-92,OK
2024-01-31,213929,consumidor_final,agua_500ml,Crystal,44,2.5,whatsapp,dinheiro,,OK
2024-01-02,213930,consumidor_final,gas_p13,Ultragaz,40,110.0,comercial,credito,,OK
2024-01-21,213931,comercio,gas_p45,Copagaz,43,380.0,whatsapp,credito,30.875.258/0001-92,OK
2024-01-17,213932,comercio,gas_p45,Copagaz,33,380.0,balcao,debito,75.820.207/0001-33,OK
2024-01-16,213933,comercio,galao_25l,Bonafont,11,26.0,telefone,pix,52.346.565/0001-42,OK
2024-12-01,213934,comercio,gas_p45,Fogás,13,380.0,comercial,pix,36.444.664/0001-13,OK
2024-01-18,213935,comercio,agua_500ml,Crystal,19,2.5,comercial,dinheiro,91.152.269/0001-30,OK
2024-01-28,213936,comercio,galao_25l,Bonafont,12,26.0,whatsapp,credito,67.124.122/0001-73,OK
2024-01-28,213937,comercio,agua_500ml,Minalba,7,2.5,comercial,dinheiro,71.116.652/0001-87,OK
2024-01-16,213938,comercio,agua_500ml,Crystal,43,2.5,balcao,boleto,18.278.200/0001-73,OK
2024-01-24,213940,comercio,agua_500ml,Minalba,45,2.5,comercial,debito,58.448.212/0001-51,OK
2024-01-21,213941,comercio,gas_p45,Copagaz,19,"380,0",balcao,credito,58.842.546/0001-96,OK
2024-01-02,213942,comercio,galao_25l,Lindoya,36,26.0,whatsapp,credito,,PENDENTE
2024-01-10,213943,comercio,galao_25l,Bonafont,1,"R$ 26,0",balcao,debito,48.407.903/0001-42,OK
2024-01-21,213944,comercio,galao_25l,Lindoya,13,26.0,comercial,debito,42.786.398/0001-34,OK
2024-01-26,213945,comercio,agua_500ml,Minalba,18,2.5,comercial,pix,11.216.123/0001-65,OK
2024-01-14,213946,consumidor_final,agua_500ml,Crystal,4,2.5,comercial,boleto,,OK
2024-01-26,213947,comercio,gas_p45,Fogás,22,380.0,comercial,boleto,25.876.707/0001-50,OK
2024-01-13,213948,comercio,agua_500ml,Crystal,36,2.5,telefone,boleto,55.371.104/0001-83,OK
2024-01-18,213949,comercio,agua_500ml,Minalba,42,2.5,whatsapp,pix,40.833.282/0001-46,OK
2024-01-14,213950,comercio,agua_500ml,Crystal,23,2.5,telefone,debito,26.882.926/0001-58,OK
2024-01-01,213951,comercio,gas_p13,Liquigás,41,110.0,telefone,pix,27.674.405/0001-33,OK
2024-01-11,213952,comercio,gas_p13,Ultragaz,16,110.0,comercial,credito,46.600.315/0001-42,OK
2024-01-23,213953,comercio,galao_25l,Bonafont,46,26.0,balcao,pix,49.561.318/0001-41,OK
2024-01-28,213954,comercio,galao_25l,Lindoya,6,"R$ 26,0",whatsapp,dinheiro,59.597.878/0001-77,OK
2024-01-13,213955,comercio,gas_p45,Copagaz,3,380.0,telefone,boleto,24.201.778/0001-28,OK
2024-01-22,213956,comercio,gas_p45,Copagaz,1,"380,0",balcao,debito,90.382.546/0001-42,OK
2024-01-29,213957,comercio,gas_p45,Fogás,40,380.0,balcao,credito,49.261.511/0001-98,OK
2024-01-26,213958,comercio,gas_p13,Liquigás,19,110.0,whatsapp,boleto,53.689.220/0001-17,OK
2024-01-25,213959,comercio,gas_p45,Fogás,13,"R$ 380,0",balcao,dinheiro,12.819.137/0001-88,OK
2024-01-19,213960,comercio,agua_500ml,Crystal,5,2.5,comercial,credito,74.758.214/0001-24,OK
2024-01-15,213961,comercio,gas_p13,Liquigás,32,110.0,comercial,boleto,64.830.975/0001-42,OK
2024-08-01,213962,comercio,agua_500ml,Crystal,1,2.5,balcao,pix,36.736.868/0001-66,OK
2024-03-01,213963,comercio,galao_25l,Bonafont,27,26.0,balcao,pix,31.606.189/0001-62,OK
2024-01-20,213964,consumidor_final,agua_500ml,Minalba,14,2.5,telefone,dinheiro,,OK
2024-01-24,213965,comercio,gas_p45,Fogás,38,380.0,telefone,credito,29.974.595/0001-90,OK
2024-01-21,213966,consumidor_final,gas_p13,Liquigás,1,110.0,whatsapp,boleto,,OK
2024-01-26,213967,comercio,gas_p13,Ultragaz,10,"110,0",telefone,debito,24.765.962/0001-41,OK
2024-01-01,213968,comercio,agua_500ml,Minalba,29,2.5,telefone,dinheiro,24.765.207/0001-43,OK
2024-01-19,213969,comercio,agua_500ml,Crystal,24,2.5,whatsapp,debito,,PENDENTE
2024-01-24,213970,comercio,gas_p13,Ultragaz,18,110.0,comercial,debito,70.593.817/0001-66,OK
2024-01-24,213971,comercio,gas_p45,Copagaz,1,380.0,comercial,credito,24.817.295/0001-32,OK
2024-01-17,213972,comercio,gas_p13,Liquigás,25,110.0,telefone,dinheiro,83.603.226/0001-13,OK
2024-01-07,213973,comercio,gas_p13,Liquigás,24,110.0,telefone,dinheiro,83.196.866/0001-39,OK
2024-11-01,213974,comercio,agua_500ml,Crystal,36,2.5,balcao,pix,30.144.755/0001-59,OK
2024-01-03,213975,comercio,gas_p45,Fogás,44,380.0,whatsapp,debito,93.912.219/0001-37,OK
2024-01-22,213976,comercio,agua_500ml,Minalba,38,2.5,comercial,dinheiro,96.144.748/0001-63,OK
2024-01-04,213977,comercio,galao_25l,Lindoya,11,26.0,comercial,pix,92.914.475/0001-17,OK
2024-01-03,213978,comercio,gas_p45,Fogás,34,380.0,comercial,pix,26.856.422/0001-34,OK
2024-01-25,213979,comercio,galao_25l,Bonafont,16,26.0,whatsapp,boleto,18.186.112/0001-28,OK
2024-01-31,213980,comercio,gas_p45,Copagaz,26,"R$ 380,0",balcao,debito,11.947.251/0001-50,OK
2024-08-01,213981,consumidor_final,gas_p45,Copagaz,7,380.0,telefone,pix,,OK
2024-01-30,213982,comercio,galao_25l,Lindoya,33,26.0,telefone,pix,,PENDENTE
2024-01-19,213983,comercio,galao_25l,Lindoya,4,26.0,whatsapp,credito,,PENDENTE
2024-01-16,213984,comercio,galao_25l,Bonafont,1,26.0,balcao,credito,92.995.540/0001-84,OK
2024-01-01,213985,consumidor_final,gas_p13,Liquigás,5,110.0,telefone,boleto,,OK
2024-01-25,213986,consumidor_final,gas_p45,Copagaz,19,380.0,telefone,credito,,OK
2024-01-25,213987,comercio,agua_500ml,Minalba,42,2.5,balcao,boleto,,PENDENTE
2024-01-25,213988,consumidor_final,agua_500ml,Minalba,40,2.5,comercial,boleto,,OK
2024-01-03,213989,comercio,gas_p13,Liquigás,28,110.0,balcao,pix,68.545.144/0001-58,OK
2024-01-28,213990,consumidor_final,gas_p45,Fogás,21,380.0,comercial,pix,,OK
2024-01-25,213991,consumidor_final,agua_500ml,Crystal,30,2.5,balcao,debito,,OK
2024-01-30,213992,comercio,galao_25l,Lindoya,31,26.0,telefone,dinheiro,95.843.898/0001-54,OK
2024-01-25,213993,comercio,gas_p13,Ultragaz,15,110.0,balcao,debito,77.664.347/0001-12,OK
2024-02-01,213994,comercio,galao_25l,Lindoya,17,26.0,comercial,boleto,,PENDENTE
2024-01-31,213995,comercio,galao_25l,Bonafont,36,26.0,whatsapp,credito,49.453.543/0001-82,OK
2024-01-11,213996,comercio,gas_p45,Copagaz,30,380.0,telefone,boleto,54.868.519/0001-33,OK
2024-01-28,213997,comercio,galao_25l,Lindoya,9,"R$ 26,0",balcao,debito,58.158.880/0001-72,OK
2024-01-15,213998,consumidor_final,agua_500ml,Minalba,5,2.5,telefone,dinheiro,,OK
2024-01-27,213999,comercio,gas_p13,Ultragaz,34,110.0,telefone,dinheiro,51.983.616/0001-56,OK
2024-01-11,214000,comercio,galao_25l,Lindoya,10,26.0,comercial,pix,21.994.858/0001-14,OK
2024-01-26,214001,comercio,gas_p45,Fogás,1,380.0,telefone,dinheiro,89.970.593/0001-97,OK
2024-01-02,214002,comercio,gas_p45,Fogás,21,"R$ 380,0",telefone,credito,58.722.210/0001-44,OK
2024-10-01,214003,comercio,agua_500ml,Crystal,7,2.5,whatsapp,boleto,19.548.720/0001-97,OK
2024-01-26,214004,comercio,agua_500ml,Minalba,18,2.5,balcao,dinheiro,,PENDENTE
2024-01-01,214005,comercio,gas_p13,Ultragaz,15,"110,0",balcao,dinheiro,54.346.189/0001-34,OK
2024-01-21,214006,comercio,gas_p13,Liquigás,13,110.0,balcao,credito,33.799.615/0001-91,OK
2024-01-21,214007,comercio,gas_p13,Ultragaz,43,"R$ 110,0",balcao,boleto,27.680.897/0001-27,OK
2024-01-14,214008,consumidor_final,galao_25l,Lindoya,25,26.0,telefone,credito,,OK
2024-01-18,214009,comercio,gas_p13,Ultragaz,29,110.0,comercial,pix,10.891.344/0001-46,OK
2024-01-30,214010,comercio,gas_p45,Copagaz,49,380.0,balcao,pix,54.902.805/0001-35,OK
2024-01-24,214011,comercio,galao_25l,Bonafont,10,26.0,telefone,dinheiro,44.647.190/0001-85,OK
2024-01-07,214012,comercio,galao_25l,Lindoya,10,26.0,whatsapp,boleto,64.279.726/0001-13,OK
2024-01-25,214013,comercio,gas_p13,Liquigás,14,110.0,telefone,credito,81.673.657/0001-32,OK
2024-01-02,214014,consumidor_final,gas_p13,Ultragaz,8,110.0,comercial,credito,,OK
2024-06-01,214015,comercio,gas_p45,Copagaz,5,380.0,telefone,Não Informado,95.716.976/0001-69,OK
2024-01-19,214016,comercio,galao_25l,Lindoya,18,26.0,telefone,debito,,PENDENTE
2024-01-11,214017,consumidor_final,gas_p13,Liquigás,41,110.0,balcao,credito,,OK
2024-01-25,214018,comercio,gas_p13,Liquigás,35,110.0,balcao,debito,,PENDENTE
2024-01-26,214019,comercio,gas_p45,Copagaz,13,380.0,balcao,credito,65.764.574/0001-69,OK
2024-01-25,214020,comercio,gas_p13,Liquigás,11,110.0,balcao,pix,35.742.220/0001-68,OK
2024-01-23,214021,comercio,agua_500ml,Crystal,11,2.5,telefone,boleto,88.619.495/0001-51,OK
2024-01-27,214022,comercio,gas_p45,Fogás,32,380.0,balcao,credito,40.688.635/0001-83,OK
2024-01-13,214023,comercio,gas_p45,Copagaz,5,380.0,balcao,boleto,,PENDENTE
2024-02-01,214024,comercio,gas_p13,Liquigás,38,110.0,comercial,debito,12.491.797/0001-48,OK
2024-01-11,214025,comercio,agua_500ml,Minalba,45,2.5,comercial,pix,45.212.980/0001-44,OK
2024-01-21,214026,comercio,galao_25l,Bonafont,14,26.0,whatsapp,debito,48.951.701/0001-72,OK
2024-01-17,214027,comercio,agua_500ml,Crystal,13,2.5,telefone,Não Informado,27.589.613/0001-39,OK
2024-11-01,214028,comercio,galao_25l,Lindoya,10,26.0,comercial,credito,25.485.616/0001-50,OK
2024-01-23,214029,comercio,agua_500ml,Crystal,26,"2,5",telefone,boleto,35.186.139/0001-12,OK
2024-01-26,214030,consumidor_final,gas_p13,Liquigás,21,110.0,balcao,debito,,OK
2024-04-01,214031,comercio,galao_25l,Lindoya,14,26.0,comercial,dinheiro,45.386.840/0001-69,OK
2024-03-01,214032,comercio,agua_500ml,Crystal,25,"2,5",telefone,pix,89.864.511/0001-81,OK
2024-02-01,214033,comercio,galao_25l,Lindoya,32,26.0,balcao,credito,38.365.971/0001-50,OK
2024-05-01,214034,comercio,galao_25l,Lindoya,22,26.0,telefone,boleto,31.543.778/0001-56,OK
2024-01-08,214035,comercio,agua_500ml,Crystal,20,2.5,whatsapp,credito,94.498.426/0001-89,OK
2024-01-17,214036,comercio,galao_25l,Bonafont,1,26.0,whatsapp,credito,33.635.402/0001-87,OK
2024-01-08,214037,comercio,galao_25l,Lindoya,47,26.0,whatsapp,credito,81.564.929/0001-23,OK
2024-01-26,214038,comercio,gas_p45,Copagaz,8,380.0,telefone,debito,91.735.682/0001-97,OK
2024-01-15,214039,comercio,agua_500ml,Minalba,43,2.5,whatsapp,credito,23.231.845/0001-79,OK
2024-01-16,214040,comercio,galao_25l,Lindoya,9,26.0,telefone,pix,90.524.314/0001-78,OK
2024-01-30,214041,comercio,gas_p13,Liquigás,17,110.0,comercial,debito,,PENDENTE
2024-01-21,214042,comercio,agua_500ml,Crystal,40,2.5,comercial,Não Informado,55.473.257/0001-16,OK
2024-09-01,214043,consumidor_final,gas_p45,Copagaz,11,380.0,balcao,dinheiro,,OK
2024-01-25,214044,consumidor_final,galao_25l,Lindoya,29,26.0,balcao,boleto,,OK
2024-01-13,214045,comercio,agua_500ml,Minalba,13,"R$ 2,5",telefone,boleto,11.184.295/0001-79,OK
2024-12-01,214046,comercio,gas_p45,Fogás,38,380.0,telefone,pix,98.675.691/0001-24,OK
2024-01-15,214047,comercio,gas_p13,Ultragaz,35,110.0,whatsapp,Não Informado,74.424.859/0001-31,OK
2024-01-04,214048,consumidor_final,agua_500ml,Minalba,12,2.5,whatsapp,dinheiro,,OK
2024-01-30,214049,consumidor_final,gas_p13,Liquigás,2,110.0,telefone,credito,,OK
2024-01-22,214050,comercio,gas_p45,Fogás,43,"380,0",telefone,pix,38.528.358/0001-80,OK
2024-01-30,214051,consumidor_final,galao_25l,Lindoya,43,26.0,comercial,boleto,,OK
2024-05-01,214052,consumidor_final,gas_p45,Fogás,42,380.0,balcao,debito,,OK
2024-01-07,214053,consumidor_final,galao_25l,Lindoya,42,26.0,balcao,boleto,,OK
2024-06-01,214054,consumidor_final,gas_p13,Ultragaz,15,110.0,balcao,dinheiro,,OK
2024-01-27,214055,comercio,gas_p13,Liquigás,24,110.0,telefone,debito,37.124.369/0001-45,OK
2024-01-28,214056,comercio,galao_25l,Lindoya,17,26.0,whatsapp,dinheiro,97.985.576/0001-31,OK
2024-01-10,214057,comercio,gas_p13,Ultragaz,1,110.0,balcao,debito,95.911.141/0001-71,OK
2024-01-27,214058,comercio,agua_500ml,Minalba,23,"R$ 2,5",whatsapp,pix,41.206.640/0001-12,OK
2024-01-11,214059,consumidor_final,agua_500ml,Crystal,25,2.5,comercial,credito,,OK
2024-01-25,214060,comercio,gas_p13,Ultragaz,8,110.0,telefone,dinheiro,53.425.142/0001-77,OK
2024-01-31,214061,comercio,agua_500ml,Minalba,28,2.5,telefone,Não Informado,10.997.288/0001-93,OK
2024-01-18,214062,comercio,agua_500ml,Minalba,36,2.5,whatsapp,dinheiro,80.183.708/0001-44,OK
2024-01-08,214063,comercio,gas_p13,Liquigás,48,110.0,telefone,debito,14.514.659/0001-81,OK
2024-12-01,214064,comercio,agua_500ml,Crystal,16,2.5,balcao,credito,,PENDENTE
2024-01-08,214065,consumidor_final,galao_25l,Bonafont,42,26.0,whatsapp,dinheiro,,OK
2024-01-02,214066,consumidor_final,galao_25l,Bonafont,18,"26,0",whatsapp,pix,,OK
2024-01-20,214067,comercio,galao_25l,Bonafont,20,26.0,balcao,credito,74.657.854/0001-40,OK
2024-03-01,214068,consumidor_final,gas_p13,Ultragaz,39,"R$ 110,0",balcao,debito,,OK
2024-11-01,214069,comercio,galao_25l,Lindoya,35,26.0,telefone,dinheiro,41.556.471/0001-67,OK
2024-01-21,214070,consumidor_final,agua_500ml,Minalba,3,2.5,comercial,dinheiro,,OK
2024-01-20,214071,comercio,gas_p45,Copagaz,1,380.0,comercial,debito,29.462.412/0001-77,OK
2024-01-18,214072,consumidor_final,gas_p13,Ultragaz,2,"110,0",balcao,debito,,OK
2024-01-22,214073,comercio,galao_25l,Lindoya,3,"26,0",comercial,debito,,PENDENTE
2024-01-23,214074,comercio,galao_25l,Bonafont,24,26.0,whatsapp,pix,42.708.694/0001-56,OK
2024-10-01,214075,comercio,gas_p13,Liquigás,30,110.0,telefone,boleto,98.312.708/0001-32,OK
2024-01-10,214076,comercio,gas_p45,Copagaz,12,380.0,whatsapp,boleto,97.395.958/0001-38,OK
2024-09-01,214077,comercio,galao_25l,Bonafont,29,26.0,balcao,dinheiro,66.986.183/0001-97,OK
